id,module_code,title,category,topic_tags,target_group,description,faculty_tag,level_tag,study_level_match,module_level_number,credits,semester
622,SCI3021,Entrepreneurship Seminar,Student Activity,"biology,environment,physics,leadership,innovation,project",All Students,"Entrepreneurship Seminar is an engagement opportunity for students interested in biology, environment, physics and broader campus participation.",Faculty of Science,Level 3000,Senior Students,3000,4,Semester 1
623,SBE3022,Career Development Seminar,Career,"management,innovation,business,career,employability,professional skills,project",Senior Students,"Career Development Seminar supports senior students in preparing for internships, employment, and professional development.",School of Business and Economics,Level 3000,Senior Students,3000,3,Semester 2
624,SBE3023,Graduate Employability Clinic,Career,"analytics,economics,entrepreneurship,career,employability,professional skills,project",Senior Students,"Graduate Employability Clinic supports senior students in preparing for internships, employment, and professional development.",School of Business and Economics,Level 3000,Senior Students,3000,3,Semester 1
625,FASS3024,Level 3000 Advanced Research Projects,Academic,"history,writing,communication,industry",Senior Students,"Level 3000 Advanced Research Projects is designed for senior students and focuses on history, writing, communication within Faculty of Arts and Social Sciences.",Faculty of Arts and Social Sciences,Level 3000,Senior Students,3000,4,Semester 1
626,SDS3025,Innovation Challenge,Student Activity,"programming,machine learning,software engineering,leadership,innovation,advanced",All Students,"Innovation Challenge is an engagement opportunity for students interested in programming, machine learning, software engineering and broader campus participation.",School of Digital Science,Level 3000,Senior Students,3000,4,Semester 2
627,SBE3026,Level 3000 Advanced Finance Leadership,Academic,"leadership,strategy,marketing,industry",Senior Students,"Level 3000 Advanced Finance Leadership is designed for senior students and focuses on leadership, strategy, marketing within School of Business and Economics.",School of Business and Economics,Level 3000,Senior Students,3000,4,Semester 2
628,SBE3027,Level 3000 Advanced Business Decision Making,Academic,"management,innovation,leadership,advanced",Senior Students,"Level 3000 Advanced Business Decision Making is designed for senior students and focuses on management, innovation, leadership within School of Business and Economics.",School of Business and Economics,Level 3000,Senior Students,3000,3,Semester 1
629,FASS3028,Career Development Seminar,Career,"communication,academic writing,sociology,career,employability,professional skills,professional",Senior Students,"Career Development Seminar supports senior students in preparing for internships, employment, and professional development.",Faculty of Arts and Social Sciences,Level 3000,Senior Students,3000,4,Semester 2
630,SDS3029,Level 3000 Advanced Cybersecurity Applications,Academic,"distributed systems,cloud,python,professional",Senior Students,"Level 3000 Advanced Cybersecurity Applications is designed for senior students and focuses on distributed systems, cloud, python within School of Digital Science.",School of Digital Science,Level 3000,Senior Students,3000,3,Semester 1
631,SBE3030,Level 3000 Advanced Strategic Applications,Academic,"marketing,innovation,finance,professional",Senior Students,"Level 3000 Advanced Strategic Applications is designed for senior students and focuses on marketing, innovation, finance within School of Business and Economics.",School of Business and Economics,Level 3000,Senior Students,3000,4,Semester 1
632,FASS3031,Entrepreneurship Seminar,Student Activity,"academic writing,critical thinking,policy,leadership,innovation,project",All Students,"Entrepreneurship Seminar is an engagement opportunity for students interested in academic writing, critical thinking, policy and broader campus participation.",Faculty of Arts and Social Sciences,Level 3000,Senior Students,3000,4,Semester 1
633,SDS3032,Graduate Employability Clinic,Career,"analytics,python,software engineering,career,employability,professional skills,project",Senior Students,"Graduate Employability Clinic supports senior students in preparing for internships, employment, and professional development.",School of Digital Science,Level 3000,Senior Students,3000,3,Semester 2
634,SDS3033,Level 3000 Advanced Programming Development,Academic,"programming,machine learning,cloud,industry",Senior Students,"Level 3000 Advanced Programming Development is designed for senior students and focuses on programming, machine learning, cloud within School of Digital Science.",School of Digital Science,Level 3000,Senior Students,3000,3,Semester 2
635,FASS3034,Level 3000 Advanced Research Perspectives,Academic,"culture,critical thinking,research,project",Senior Students,"Level 3000 Advanced Research Perspectives is designed for senior students and focuses on culture, critical thinking, research within Faculty of Arts and Social Sciences.",Faculty of Arts and Social Sciences,Level 3000,Senior Students,3000,4,Semester 1
636,SBE3035,Innovation Challenge,Student Activity,"analytics,leadership,innovation,professional",All Students,"Innovation Challenge is an engagement opportunity for students interested in analytics, leadership, innovation and broader campus participation.",School of Business and Economics,Level 3000,Senior Students,3000,4,Semester 1
637,FASS3036,Level 3000 Advanced Academic Practice,Academic,"literature,critical thinking,sociology,project",Senior Students,"Level 3000 Advanced Academic Practice is designed for senior students and focuses on literature, critical thinking, sociology within Faculty of Arts and Social Sciences.",Faculty of Arts and Social Sciences,Level 3000,Senior Students,3000,3,Semester 2
638,SBE3037,Student Wellbeing Support,Campus Service,"strategy,innovation,entrepreneurship,student support,academic support,professional",All Students,"Student Wellbeing Support provides university support services related to strategy, innovation, entrepreneurship for the UBD community.",School of Business and Economics,Level 3000,Senior Students,3000,3,Semester 1
639,SDS3038,Level 3000 Advanced Cybersecurity Architecture,Academic,"analytics,cybersecurity,programming,industry",Senior Students,"Level 3000 Advanced Cybersecurity Architecture is designed for senior students and focuses on analytics, cybersecurity, programming within School of Digital Science.",School of Digital Science,Level 3000,Senior Students,3000,4,Semester 1
640,FASS3039,Level 3000 Advanced Writing Projects,Academic,"innovation,culture,academic writing,project",Senior Students,"Level 3000 Advanced Writing Projects is designed for senior students and focuses on innovation, culture, academic writing within Faculty of Arts and Social Sciences.",Faculty of Arts and Social Sciences,Level 3000,Senior Students,3000,3,Semester 1
